年齡,工作,婚姻,學歷,聯絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
41.0,服務業,離婚,高中,手機,77.0,5,93.91799999999999,-42.7,偶爾
33.0,技術員,單身,專科,手機,246.0,9,94.199,-37.5,頻繁
28.0,主管,單身,大學,市話,51.0,1,93.994,-36.4,一次
79.0,退休,已婚,國中,手機,181.0,1,92.37899999999999,-29.8,一次
33.0,企業家,已婚,大學,手機,116.0,2,93.91799999999999,-42.7,頻繁
39.0,主管,單身,大學,手機,68.0,1,92.89299999999999,-46.2,頻繁
30.0,藍領,單身,小學,市話,136.0,1,94.465,-41.8,一次
48.0,技術員,單身,高中,手機,93.0,2,93.91799999999999,-42.7,一次
47.0,技術員,已婚,高中,手機,388.0,3,93.91799999999999,-42.7,一次
39.0,藍領,已婚,國中,市話,67.0,3,93.994,-36.4,頻繁
41.0,經理,已婚,未知,市話,347.0,1,93.994,-36.4,偶爾
29.0,主管,已婚,大學,手機,235.0,2,93.444,-36.1,一次
41.0,藍領,離婚,小學,手機,709.0,5,92.89299999999999,-46.2,從未
56.0,家管,離婚,小學,市話,123.0,2,94.465,-41.8,頻繁
56.0,藍領,已婚,小學,手機,153.0,1,93.075,-47.1,從未
54.0,服務業,離婚,高中,手機,487.0,3,94.601,-49.5,從未
40.0,藍領,離婚,國中,市話,575.0,1,94.465,-41.8,從未
54.0,退休,已婚,專科,市話,40.0,2,94.465,-41.8,從未
36.0,主管,已婚,高中,市話,111.0,4,94.465,-41.8,一次
45.0,藍領,離婚,高中,手機,323.0,1,93.91799999999999,-42.7,偶爾
37.0,技術員,已婚,專科,市話,43.0,32,93.91799999999999,-42.7,從未
45.0,藍領,已婚,國中,市話,253.0,1,93.994,-36.4,偶爾
42.0,技術員,已婚,專科,手機,82.0,2,92.89299999999999,-46.2,偶爾
30.0,技術員,單身,大學,手機,39.0,1,92.89299999999999,-46.2,一次
43.0,主管,已婚,大學,市話,165.0,1,93.994,-36.4,偶爾
32.0,自僱人士,單身,高中,手機,223.0,1,93.2,-42.0,一次
35.0,主管,已婚,大學,手機,72.0,1,93.075,-47.1,偶爾
35.0,服務業,單身,高中,手機,150.0,1,93.91799999999999,-42.7,偶爾
43.0,技術員,單身,專科,市話,98.0,3,93.994,-36.4,一次
57.0,自僱人士,已婚,大學,手機,949.0,3,92.89299999999999,-46.2,從未
31.0,服務業,單身,高中,手機,369.0,2,92.89299999999999,-46.2,偶爾
41.0,主管,已婚,高中,市話,82.0,2,94.465,-41.8,從未
32.0,主管,單身,高中,手機,212.0,2,93.91799999999999,-42.7,從未
39.0,藍領,已婚,國中,市話,131.0,2,94.465,-41.8,一次
36.0,主管,單身,大學,手機,35.0,11,93.91799999999999,-42.7,偶爾
51.0,藍領,已婚,專科,手機,17.0,5,93.444,-36.1,一次
48.0,藍領,已婚,國中,市話,130.0,1,94.465,-41.8,偶爾
29.0,經理,單身,大學,手機,94.0,1,92.431,-26.9,頻繁
59.0,家管,已婚,高中,市話,331.0,12,94.465,-41.8,偶爾
44.0,技術員,單身,專科,手機,75.0,1,93.075,-47.1,從未
50.0,服務業,離婚,小學,市話,91.0,4,94.465,-41.8,頻繁
32.0,主管,單身,高中,手機,421.0,1,92.649,-30.1,從未
38.0,技術員,已婚,專科,手機,134.0,1,93.444,-36.1,偶爾
33.0,經理,離婚,大學,手機,63.0,1,92.963,-40.8,偶爾
47.0,技術員,已婚,專科,市話,197.0,4,93.994,-36.4,頻繁
33.0,經理,已婚,大學,手機,113.0,4,93.444,-36.1,一次
55.0,藍領,已婚,小學,手機,248.0,2,93.075,-47.1,頻繁
33.0,主管,已婚,高中,市話,1044.0,2,93.994,-36.4,偶爾
47.0,退休,已婚,高中,手機,240.0,1,93.2,-42.0,頻繁
28.0,藍領,已婚,國中,市話,167.0,4,94.465,-41.8,頻繁
55.0,技術員,已婚,國中,手機,234.0,4,93.91799999999999,-42.7,一次
39.0,無業,已婚,大學,市話,72.0,1,94.465,-41.8,頻繁
31.0,藍領,已婚,國中,手機,392.0,7,92.89299999999999,-46.2,一次
50.0,未知,已婚,未知,手機,143.0,1,93.91799999999999,-42.7,從未
35.0,未知,單身,小學,市話,82.0,1,93.994,-36.4,偶爾
54.0,藍領,單身,未知,手機,213.0,3,93.91799999999999,-42.7,從未
47.0,藍領,離婚,小學,市話,223.0,1,93.994,-36.4,從未
55.0,家管,已婚,小學,市話,93.0,4,94.465,-41.8,從未
58.0,退休,已婚,高中,市話,104.0,2,93.994,-36.4,偶爾
19.0,學生,單身,小學,手機,220.0,1,93.876,-40.0,一次
45.0,服務業,單身,國中,手機,236.0,1,93.91799999999999,-42.7,一次
51.0,企業家,已婚,大學,手機,89.0,1,93.2,-42.0,從未
35.0,主管,已婚,大學,市話,60.0,1,93.994,-36.4,一次
31.0,主管,已婚,大學,手機,150.0,5,93.444,-36.1,一次
36.0,自僱人士,單身,大學,手機,84.0,1,93.91799999999999,-42.7,從未
46.0,藍領,已婚,大學,市話,436.0,5,94.465,-41.8,從未
36.0,藍領,單身,國中,手機,276.0,2,93.91799999999999,-42.7,從未
35.0,經理,已婚,大學,手機,81.0,3,93.075,-47.1,一次
46.0,藍領,已婚,國中,手機,407.0,1,93.91799999999999,-42.7,頻繁
48.0,企業家,已婚,國中,市話,444.0,1,93.994,-36.4,從未
39.0,經理,已婚,大學,市話,145.0,1,93.994,-36.4,頻繁
25.0,經理,單身,大學,市話,126.0,4,93.994,-36.4,偶爾
32.0,藍領,已婚,國中,手機,1020.0,1,92.89299999999999,-46.2,偶爾
34.0,主管,已婚,高中,手機,350.0,2,92.89299999999999,-46.2,頻繁
34.0,主管,單身,高中,手機,15.0,9,92.89299999999999,-46.2,一次
41.0,無業,已婚,國中,市話,80.0,3,94.465,-41.8,一次
36.0,主管,單身,大學,手機,536.0,7,93.91799999999999,-42.7,從未
26.0,企業家,已婚,小學,手機,510.0,1,93.91799999999999,-42.7,一次
33.0,家管,已婚,高中,手機,101.0,3,93.444,-36.1,偶爾
36.0,企業家,已婚,國中,市話,284.0,2,93.994,-36.4,一次
39.0,藍領,已婚,國中,手機,494.0,1,92.89299999999999,-46.2,一次
49.0,藍領,已婚,國中,手機,411.0,1,92.89299999999999,-46.2,從未
45.0,服務業,已婚,國中,手機,270.0,1,93.91799999999999,-42.7,一次
52.0,藍領,單身,高中,市話,124.0,1,93.994,-36.4,偶爾
44.0,藍領,已婚,專科,手機,283.0,1,92.431,-26.9,從未
35.0,主管,單身,大學,手機,633.0,2,93.2,-42.0,從未
28.0,藍領,單身,小學,市話,129.0,7,93.994,-36.4,一次
30.0,技術員,單身,專科,市話,116.0,4,93.994,-36.4,從未
35.0,企業家,已婚,高中,市話,157.0,2,93.994,-36.4,從未
36.0,主管,已婚,高中,手機,137.0,2,92.89299999999999,-46.2,頻繁
53.0,技術員,離婚,大學,市話,352.0,1,93.994,-36.4,從未
31.0,技術員,單身,高中,手機,596.0,1,93.075,-47.1,偶爾
35.0,服務業,已婚,高中,市話,1349.0,5,93.994,-36.4,偶爾
39.0,主管,單身,高中,市話,108.0,1,93.91799999999999,-42.7,頻繁
41.0,主管,已婚,國中,市話,97.0,5,93.994,-36.4,從未
32.0,經理,單身,大學,手機,149.0,3,92.89299999999999,-46.2,偶爾
38.0,技術員,單身,大學,手機,135.0,7,94.027,-38.3,從未
56.0,企業家,已婚,小學,市話,820.0,1,93.994,-36.4,一次
45.0,藍領,離婚,小學,市話,78.0,2,93.994,-36.4,一次
47.0,技術員,已婚,專科,市話,202.0,1,93.994,-36.4,頻繁
34.0,無業,已婚,高中,手機,41.0,5,93.91799999999999,-42.7,偶爾
35.0,技術員,單身,專科,手機,166.0,1,93.444,-36.1,頻繁
29.0,技術員,單身,大學,手機,626.0,3,93.444,-36.1,偶爾
31.0,主管,單身,大學,市話,142.0,3,93.994,-36.4,偶爾
50.0,技術員,離婚,專科,手機,119.0,1,93.444,-36.1,從未
48.0,服務業,離婚,小學,手機,134.0,1,93.2,-42.0,偶爾
58.0,主管,離婚,大學,市話,244.0,1,93.994,-36.4,從未
54.0,藍領,已婚,小學,手機,314.0,3,93.444,-36.1,從未
66.0,退休,已婚,小學,手機,216.0,1,94.601,-49.5,偶爾
52.0,主管,已婚,大學,手機,278.0,2,93.2,-42.0,一次
31.0,技術員,單身,高中,手機,559.0,2,93.444,-36.1,一次
46.0,藍領,已婚,國中,手機,190.0,1,93.91799999999999,-42.7,一次
26.0,服務業,單身,高中,市話,6.0,1,94.027,-38.3,頻繁
32.0,主管,單身,大學,市話,588.0,3,93.994,-36.4,頻繁
37.0,主管,已婚,國中,手機,304.0,7,93.075,-47.1,頻繁
39.0,經理,已婚,大學,手機,1321.0,6,93.444,-36.1,從未
35.0,企業家,已婚,大學,市話,477.0,1,93.994,-36.4,從未
44.0,藍領,已婚,國中,手機,400.0,1,93.075,-47.1,偶爾
31.0,主管,已婚,未知,手機,7.0,11,92.89299999999999,-46.2,頻繁
50.0,藍領,已婚,未知,手機,589.0,2,92.20100000000001,-31.4,一次
28.0,主管,單身,大學,手機,69.0,1,93.075,-47.1,頻繁
30.0,技術員,單身,專科,手機,212.0,1,92.89299999999999,-46.2,頻繁
28.0,服務業,已婚,高中,手機,462.0,1,93.91799999999999,-42.7,從未
35.0,藍領,已婚,小學,手機,220.0,1,92.89299999999999,-46.2,一次
30.0,技術員,已婚,大學,市話,145.0,5,93.2,-42.0,一次
37.0,藍領,單身,高中,市話,416.0,8,93.91799999999999,-42.7,偶爾
41.0,主管,單身,高中,手機,131.0,2,92.649,-30.1,從未
41.0,技術員,已婚,專科,手機,229.0,2,92.84299999999999,-50.0,從未
35.0,技術員,已婚,專科,市話,14.0,2,93.994,-36.4,一次
36.0,藍領,已婚,國中,手機,227.0,1,92.89299999999999,-46.2,一次
43.0,企業家,已婚,大學,市話,177.0,2,93.994,-36.4,一次
34.0,經理,離婚,大學,手機,1258.0,2,93.2,-42.0,一次
40.0,藍領,已婚,國中,手機,49.0,1,93.91799999999999,-42.7,偶爾
30.0,主管,已婚,大學,市話,212.0,2,93.91799999999999,-42.7,從未
51.0,企業家,已婚,小學,市話,277.0,3,93.994,-36.4,從未
20.0,學生,單身,高中,手機,162.0,4,93.075,-47.1,偶爾
47.0,主管,離婚,高中,手機,105.0,1,92.89299999999999,-46.2,偶爾
35.0,服務業,已婚,高中,市話,368.0,6,93.994,-36.4,偶爾
35.0,技術員,已婚,專科,手機,222.0,6,93.444,-36.1,一次
54.0,退休,已婚,小學,市話,107.0,2,93.994,-36.4,從未
39.0,無業,已婚,國中,手機,222.0,2,92.89299999999999,-46.2,偶爾
32.0,自僱人士,離婚,專科,市話,118.0,1,94.465,-41.8,頻繁
37.0,技術員,已婚,專科,手機,275.0,6,93.444,-36.1,從未
39.0,藍領,已婚,國中,手機,178.0,1,93.91799999999999,-42.7,偶爾
29.0,服務業,單身,高中,市話,206.0,1,93.91799999999999,-42.7,一次
47.0,藍領,已婚,國中,市話,249.0,1,93.994,-36.4,頻繁
60.0,退休,已婚,專科,手機,111.0,1,93.444,-36.1,從未
45.0,技術員,已婚,專科,手機,132.0,1,93.444,-36.1,頻繁
36.0,藍領,單身,國中,手機,141.0,1,92.89299999999999,-46.2,偶爾
29.0,技術員,單身,高中,手機,643.0,3,93.444,-36.1,偶爾
51.0,藍領,離婚,國中,手機,82.0,6,93.91799999999999,-42.7,偶爾
40.0,技術員,已婚,專科,手機,109.0,2,93.444,-36.1,從未
36.0,藍領,已婚,國中,市話,135.0,2,93.994,-36.4,偶爾
47.0,經理,單身,大學,手機,106.0,2,93.91799999999999,-42.7,偶爾
43.0,藍領,已婚,國中,手機,57.0,1,92.89299999999999,-46.2,從未
45.0,主管,已婚,大學,市話,369.0,1,93.994,-36.4,偶爾
32.0,技術員,已婚,專科,市話,142.0,3,93.994,-36.4,從未
42.0,企業家,已婚,小學,市話,485.0,2,93.91799999999999,-42.7,一次
70.0,退休,已婚,高中,手機,144.0,1,92.37899999999999,-29.8,偶爾
36.0,主管,單身,大學,手機,59.0,2,93.2,-42.0,一次
60.0,藍領,已婚,小學,手機,176.0,1,94.027,-38.3,從未
32.0,主管,單身,大學,手機,124.0,1,93.444,-36.1,從未
41.0,主管,已婚,大學,手機,206.0,1,93.444,-36.1,從未
48.0,主管,已婚,國中,手機,1181.0,2,93.444,-36.1,一次
52.0,主管,已婚,大學,手機,434.0,2,92.89299999999999,-46.2,頻繁
52.0,藍領,離婚,小學,手機,474.0,2,93.075,-47.1,偶爾
50.0,自僱人士,已婚,國中,市話,139.0,2,94.465,-41.8,偶爾
35.0,主管,已婚,高中,手機,415.0,1,94.199,-37.5,一次
36.0,主管,已婚,大學,市話,136.0,2,93.994,-36.4,一次
29.0,企業家,已婚,小學,市話,567.0,3,92.89299999999999,-46.2,頻繁
50.0,自僱人士,已婚,未知,手機,506.0,2,92.469,-33.6,從未
39.0,藍領,已婚,高中,手機,193.0,1,93.2,-42.0,從未
41.0,藍領,已婚,國中,手機,79.0,1,92.431,-26.9,頻繁
23.0,經理,單身,大學,手機,49.0,1,93.91799999999999,-42.7,偶爾
32.0,技術員,單身,大學,市話,269.0,2,93.994,-36.4,偶爾
20.0,學生,單身,未知,手機,342.0,2,93.749,-34.6,偶爾
47.0,技術員,已婚,大學,手機,65.0,2,93.444,-36.1,頻繁
30.0,主管,已婚,未知,手機,207.0,2,92.963,-40.8,一次
29.0,主管,單身,大學,手機,110.0,2,92.431,-26.9,從未
35.0,家管,已婚,小學,市話,25.0,1,93.994,-36.4,一次
58.0,退休,已婚,專科,手機,158.0,3,93.2,-42.0,偶爾
29.0,主管,單身,高中,市話,207.0,1,94.76700000000001,-50.8,頻繁
39.0,企業家,已婚,高中,手機,244.0,1,93.91799999999999,-42.7,從未
56.0,企業家,已婚,小學,手機,20.0,20,93.91799999999999,-42.7,一次
43.0,技術員,已婚,專科,市話,703.0,2,93.994,-36.4,偶爾
56.0,經理,已婚,國中,手機,584.0,1,93.075,-47.1,頻繁
38.0,自僱人士,已婚,國中,手機,73.0,1,93.444,-36.1,一次
53.0,企業家,已婚,大學,手機,893.0,1,93.91799999999999,-42.7,偶爾
54.0,主管,已婚,大學,手機,455.0,2,92.649,-30.1,頻繁
27.0,主管,單身,大學,手機,194.0,1,93.91799999999999,-42.7,從未
52.0,退休,已婚,專科,市話,41.0,7,94.465,-41.8,頻繁
54.0,退休,已婚,高中,手機,543.0,4,93.444,-36.1,一次
43.0,藍領,已婚,小學,市話,396.0,2,93.994,-36.4,頻繁
59.0,主管,已婚,未知,手機,245.0,1,92.963,-40.8,頻繁
58.0,企業家,已婚,大學,市話,43.0,1,94.465,-41.8,一次
41.0,藍領,已婚,國中,市話,441.0,1,93.994,-36.4,頻繁
31.0,主管,單身,高中,手機,52.0,2,93.444,-36.1,頻繁
36.0,主管,單身,大學,手機,102.0,2,93.2,-42.0,頻繁
24.0,主管,單身,大學,手機,106.0,1,92.37899999999999,-29.8,偶爾
35.0,主管,已婚,高中,手機,12.0,6,92.89299999999999,-46.2,從未
32.0,服務業,離婚,高中,手機,454.0,1,93.91799999999999,-42.7,偶爾
28.0,藍領,已婚,國中,市話,330.0,2,93.91799999999999,-42.7,頻繁
55.0,技術員,已婚,專科,市話,113.0,2,93.994,-36.4,一次
49.0,藍領,已婚,國中,手機,290.0,1,92.89299999999999,-46.2,一次
38.0,技術員,離婚,專科,市話,252.0,2,94.465,-41.8,從未
44.0,經理,已婚,大學,手機,96.0,5,93.444,-36.1,一次
37.0,主管,已婚,大學,手機,245.0,1,93.075,-47.1,偶爾
28.0,企業家,已婚,國中,手機,78.0,2,92.89299999999999,-46.2,偶爾
44.0,主管,已婚,未知,市話,45.0,2,93.994,-36.4,偶爾
52.0,服務業,已婚,未知,市話,144.0,1,93.994,-36.4,從未
26.0,服務業,單身,高中,市話,363.0,1,94.465,-41.8,一次
46.0,主管,單身,大學,手機,142.0,10,93.91799999999999,-42.7,從未
33.0,技術員,單身,國中,手機,289.0,1,92.20100000000001,-31.4,頻繁
53.0,技術員,已婚,高中,市話,178.0,1,93.994,-36.4,頻繁
29.0,主管,單身,大學,手機,123.0,2,94.601,-49.5,頻繁
42.0,服務業,已婚,高中,市話,191.0,2,93.994,-36.4,頻繁
28.0,自僱人士,已婚,專科,市話,85.0,3,93.994,-36.4,一次
27.0,技術員,單身,專科,市話,324.0,3,93.994,-36.4,偶爾
35.0,自僱人士,已婚,大學,手機,192.0,3,93.91799999999999,-42.7,一次
31.0,技術員,單身,專科,手機,73.0,1,93.444,-36.1,從未
36.0,主管,已婚,大學,市話,856.0,2,93.994,-36.4,頻繁
28.0,藍領,已婚,國中,市話,90.0,7,93.994,-36.4,一次
50.0,技術員,已婚,專科,市話,275.0,1,93.994,-36.4,偶爾
50.0,藍領,已婚,小學,市話,91.0,1,94.465,-41.8,從未
58.0,自僱人士,已婚,大學,手機,379.0,1,92.89299999999999,-46.2,偶爾
41.0,技術員,已婚,大學,手機,149.0,2,93.2,-42.0,偶爾
34.0,藍領,已婚,國中,手機,267.0,1,92.89299999999999,-46.2,偶爾
34.0,主管,已婚,大學,手機,119.0,2,93.91799999999999,-42.7,一次
49.0,服務業,單身,小學,市話,312.0,1,93.994,-36.4,偶爾
44.0,藍領,已婚,高中,市話,250.0,4,93.994,-36.4,從未
45.0,經理,已婚,未知,市話,260.0,1,93.994,-36.4,頻繁
37.0,企業家,離婚,高中,手機,245.0,1,93.91799999999999,-42.7,偶爾
34.0,技術員,單身,專科,手機,224.0,4,93.91799999999999,-42.7,頻繁
30.0,技術員,單身,大學,手機,360.0,1,93.444,-36.1,偶爾
55.0,藍領,已婚,文盲,手機,92.0,3,93.91799999999999,-42.7,頻繁
41.0,藍領,已婚,小學,市話,99.0,2,93.994,-36.4,一次
34.0,技術員,已婚,專科,手機,187.0,1,93.91799999999999,-42.7,一次
38.0,服務業,離婚,國中,手機,351.0,1,92.89299999999999,-46.2,一次
27.0,未知,單身,高中,手機,334.0,2,92.89299999999999,-46.2,一次
28.0,自僱人士,單身,大學,手機,3076.0,1,92.84299999999999,-50.0,頻繁
42.0,主管,離婚,大學,市話,163.0,1,94.465,-41.8,偶爾
45.0,藍領,離婚,小學,市話,197.0,4,93.075,-47.1,一次
37.0,經理,單身,大學,手機,161.0,1,93.749,-34.6,一次
55.0,技術員,已婚,未知,手機,173.0,8,93.91799999999999,-42.7,一次
31.0,技術員,已婚,大學,手機,146.0,2,94.601,-49.5,從未
32.0,自僱人士,已婚,高中,手機,29.0,9,93.444,-36.1,從未
53.0,經理,已婚,大學,手機,629.0,1,93.444,-36.1,頻繁
30.0,技術員,單身,大學,市話,263.0,1,94.055,-39.8,頻繁
39.0,經理,單身,大學,手機,412.0,2,92.89299999999999,-46.2,頻繁
36.0,藍領,單身,國中,市話,163.0,1,94.465,-41.8,頻繁
40.0,主管,已婚,高中,市話,17.0,10,94.465,-41.8,從未
34.0,主管,已婚,國中,手機,63.0,4,93.075,-47.1,從未
39.0,藍領,單身,未知,手機,162.0,3,92.89299999999999,-46.2,偶爾
36.0,主管,單身,大學,市話,99.0,1,94.465,-41.8,頻繁
35.0,自僱人士,已婚,大學,手機,1175.0,2,93.91799999999999,-42.7,頻繁
42.0,企業家,已婚,大學,手機,148.0,2,93.444,-36.1,頻繁
45.0,技術員,已婚,國中,手機,1077.0,1,92.89299999999999,-46.2,一次
47.0,藍領,已婚,小學,市話,77.0,1,93.994,-36.4,一次
44.0,藍領,已婚,高中,市話,592.0,4,93.994,-36.4,偶爾
28.0,自僱人士,單身,專科,手機,207.0,1,92.963,-40.8,從未
35.0,技術員,單身,專科,市話,397.0,1,94.465,-41.8,一次
56.0,退休,離婚,小學,市話,278.0,1,93.994,-36.4,頻繁
31.0,服務業,已婚,高中,市話,62.0,6,94.465,-41.8,從未
58.0,退休,離婚,大學,市話,152.0,3,94.465,-41.8,頻繁
49.0,家管,離婚,國中,市話,295.0,1,93.994,-36.4,偶爾
56.0,企業家,已婚,小學,手機,14.0,20,93.91799999999999,-42.7,一次
37.0,技術員,單身,大學,市話,144.0,1,93.994,-36.4,從未
43.0,主管,已婚,大學,市話,411.0,6,94.465,-41.8,頻繁
60.0,主管,已婚,大學,手機,176.0,2,93.444,-36.1,偶爾
34.0,技術員,已婚,大學,手機,65.0,1,93.444,-36.1,偶爾
27.0,企業家,離婚,大學,市話,9.0,5,92.89299999999999,-46.2,偶爾
37.0,技術員,已婚,專科,市話,683.0,2,94.465,-41.8,一次
32.0,藍領,已婚,高中,手機,348.0,1,93.2,-42.0,偶爾
36.0,藍領,已婚,國中,手機,415.0,1,92.89299999999999,-46.2,一次
47.0,主管,離婚,大學,手機,69.0,6,93.444,-36.1,偶爾
40.0,技術員,已婚,專科,手機,348.0,1,93.2,-42.0,偶爾
43.0,經理,已婚,高中,市話,304.0,2,94.465,-41.8,頻繁
38.0,藍領,已婚,小學,市話,119.0,2,94.465,-41.8,頻繁
39.0,技術員,已婚,大學,手機,116.0,2,93.444,-36.1,一次
44.0,經理,已婚,大學,市話,730.0,1,93.994,-36.4,從未
41.0,經理,已婚,未知,市話,448.0,1,93.994,-36.4,從未
31.0,技術員,單身,大學,手機,93.0,5,93.444,-36.1,一次
31.0,主管,離婚,專科,手機,107.0,1,93.369,-34.8,從未
40.0,技術員,已婚,專科,市話,360.0,1,93.994,-36.4,偶爾
45.0,經理,單身,國中,手機,165.0,3,93.2,-42.0,一次
43.0,企業家,已婚,小學,手機,727.0,4,93.2,-42.0,頻繁
60.0,退休,已婚,大學,手機,430.0,2,93.444,-36.1,一次
82.0,退休,已婚,專科,市話,506.0,2,93.369,-34.8,偶爾
28.0,主管,單身,大學,手機,506.0,2,92.84299999999999,-50.0,一次
35.0,自僱人士,單身,大學,手機,106.0,1,93.91799999999999,-42.7,從未
32.0,主管,單身,大學,手機,209.0,2,93.91799999999999,-42.7,偶爾
34.0,藍領,已婚,國中,手機,182.0,2,93.2,-42.0,頻繁
46.0,企業家,已婚,專科,市話,410.0,1,94.465,-41.8,一次
31.0,藍領,已婚,國中,市話,441.0,3,94.465,-41.8,頻繁
37.0,無業,單身,專科,市話,394.0,2,94.465,-41.8,一次
41.0,藍領,已婚,國中,手機,65.0,1,92.89299999999999,-46.2,頻繁
33.0,技術員,已婚,專科,手機,383.0,3,93.075,-47.1,一次
58.0,藍領,離婚,小學,市話,69.0,7,93.91799999999999,-42.7,頻繁
30.0,主管,已婚,國中,手機,97.0,1,92.89299999999999,-46.2,一次
55.0,家管,已婚,小學,手機,141.0,7,93.91799999999999,-42.7,從未
26.0,主管,單身,大學,手機,203.0,4,93.91799999999999,-42.7,一次
42.0,服務業,離婚,高中,市話,185.0,1,93.994,-36.4,一次
34.0,服務業,已婚,高中,市話,396.0,1,94.465,-41.8,頻繁
30.0,主管,單身,高中,手機,195.0,3,92.89299999999999,-46.2,從未
35.0,藍領,已婚,國中,市話,19.0,3,93.91799999999999,-42.7,從未
54.0,藍領,已婚,小學,市話,62.0,5,93.994,-36.4,從未
51.0,技術員,已婚,專科,手機,272.0,1,92.649,-30.1,從未
35.0,技術員,單身,專科,手機,55.0,1,93.444,-36.1,偶爾
